Date,Stars,Comment,Sentiment
09/10/2019,1,this is the email i tried to send back to uber after getting a welcome email saying how easy it was to get help complete fabrication the email was waiting after i got home a few days after the uberdisasterhiwell my attempted first trip was an absolute disaster1 the app did not get my current address right and didnt want me to alter the house number even so i actually wanted it to leave from a few doors down when i finally got it to accept the new house number it would not let me enter the suburb2 after entering the destination it said it would not give me a quote until after i had entered credit card details i thought this would be ok since id seen estimated costs at a bit over 1 per km but it wanted to charge me well over 900 the trip should have been about 60 from similar trips by others there was no obvious way to cancel just confirm so i closed the app thinking it would cancel 3 i reentered the app to try the trip again but even though i had not confirmed the previous attempt it said i could not enter a trip as one was already booked for the same time4 there was no obvious way to cancel the trip not any way to ring or email uber to get it fixed5 did some searching seems there is no way to handle emergency fixes utter shame on you many others have had similar experiences in being unable to contact anyone when something went wrong6 finally found a site explaining how to cancel future trips hidden in a side menu which i did fortunately before the exorbitant charge was taken from my bankuntil i get over this really bad experience with your obvious complete disdain for users and your really really terrible app design i will tell everybody i meet to stay away from uber the uberbad transport option and intend never to use it again myself unless something changes,worst
07/10/2019,1,uber app like to steal your money then claim they refunded you this why i prefer lyft_x000d_uber app like to steal your money then claim they refunded you this why i prefer lyft,worst
06/10/2019,1,cherry picker asks you where exactly you are going after he picks the order asks if the lady is going alone calculates if it is good money and company then cancels the trip if it is not you cant review him since the trip hasnt started so he has pretty nice rate level happened to me not sure how many people he has innocently questioned like that and cancelled the order,worst
05/10/2019,1,uber in the southwestern corner of az has increased the prices by 11 and are keeping anywhere from 40 to 60 of the fare charging for a longer distance but send the driver the shortest lyft has con up by 6 and is still cheaper than uber,worst
05/10/2019,1,i ordered myself for a ride about 10 blocks away from my home to a restaurant knowing i would be consuming alcohol they offered me a discounted ride to walk to the corner of my block for pickup i agreed to that once i confirmed my ride i was notified i would be dropped off about 4 blocks away from the restaurant i never agreed to that that part was not advertised that area is unsafe being is next to a highway ramp with no crosswalks or traffic signals to get to my destination so i immediately canceled the ride ,worst
05/10/2019,1,uber drivers in honolulu hawaii are charging passengers extra and they have to pay them via apple pay or cash tried contacting uber to talk about this issue asked for a supervisor and they gave me the runaround i want to let people know what uber drivers are doing dont know if it is just in hawaii or other places i had to choose one star but if it was up to me it would be 5,worst
04/10/2019,1,uber is a horrible  company  to work foruber treats there drivers like pure trashthe customers  are always right nomatter what the uber driver says uber is nothing but a pack of greedy wolves  who care about nothing or no one but themselves uber has proven there fakeness uber is a 0 0 in my opinions,worst
03/10/2019,3,a transportation app that has come to improve on thé day to day runing of activities all over accra or ghana,average
01/10/2019,1,i used to really like uber and over the years only had 1 bad driver but this year im constantly having billing problems and having multiple extra charges above fare and tip to the point of overdrawing my bank account reaching customer service is a totally separate hell to go thru i have to find an alternative because i see no effort on uber to resolve any of this,worst
01/10/2019,1,uber one minute gave me a quote of 50 on a ride i needed a kind family member helped me to pay for it by purchasing an uber gift card for me as soon as i loaded the gift card onto my account i brought the same ride up in appand now not 10 minutes later it showed 63 just to see if this was due to surge pricing i tried the same ride in lyft it was 50the same price uber had quoted me before i loaded the uber gift card,worst
30/09/2019,1,worst customer service in uber initial fare shown only rs 45 after ride completes it shown as rs 90 double the charge so i trying to customer service but all numbers not reachable very worst service,worst
28/09/2019,1,i completed a trip and didnt get a receipt theres no support number and when i went to online help it didnt understand my question no matter how i worded it so i guess im just screwed thanks uber,worst
11/09/2019,5,the drivers are well trainedwell disciplined and hospitablethe cars are well decorated and maintainedsaves time too,best
06/09/2019,1,i have advised many people not to use it to save their time and money they charged me for a service they have not offered twice and i lost about 1000 about 500 each timei ordered a taxi and the taxi driver did not come and they still charged me they did that again shortly afterwardsnever download this damned uber app their refund claim is a joke it was very time consuming emailing them back and forth with a zero result they literally stole my money what a shame that all this comes from a taxi company that lies about their customer service please listen to this golden piece of advice never use this taxi company,worst
04/09/2019,1,i was recently charged for an uber pass which i did not want  i use uber a few times a month and it wouldnt pay to get the pass  when i saw the charge on my paypal i attempted to contact uber however they make it impossible to contact them  no phone numberno email address  their website is horrible to navigate and doesnt even give an opportunity to speak to anyone  i tried to dispute with paypal and they said through uber they have determined that i did authorize the purchase  needles to say i will be writing paypals review next,worst
03/09/2019,1,dont use uber use cabify easy taxi_x000d_get out of argentina  go away uber  your service is never needed again _x000d_a few months ago i had a driver who was driving and talking on his cell i had a year old baby and was stunned that he did that i contacted uber customer service they dont have customer service i still had to pay the driver and they didnt fine him a fee a month ago my husband my 2 year old and i were trying to get the the hospital my son was sick as a dog with a flu it was raining cats and dogs so we ordered an uber the uber driver decided to pick us up 2 blocks away from our house when my husband explained we had a kid sick its raining so no please come to our location the driver was utterly belligerent rude nasty so we cancelled our trip we got charged a cancellation fee we have ordered drivers on a regular basis from our house to a train station and without fail almost all uber drivers cancel our rides so we end up waiting an extra 10  15 minutes for a replacement my son has been late to school over and over again because of these uber drivers uber will not give me a refund for the cancellation i have had many friends use uber and all have cancelled their accounts due to the lack of service lack of morals lack of respect,worst
25/08/2019,3,while i enjoy using uber for traveling the convenience is nice to have  while most of the drivers are friendly its really only convenient in down town areas where you dont have to travel far  id use them for work but it would be quite costly for a daily convenience i work partial swing and im not sure who would be up at 1 am to get me home  they only send 5 star drivers out  i would love to dock a star to some drivers that have really filthy cars but if their car is their income source you cant  theres really no way to leave feed back about that eitheri never let an uber driver pick us up at our house i wait at the main drag to the complex entrance  ive heard too many uber drivers heading back and robbing the place  i found uber is really only convenient for traveling around a big city if you are outside of the city it costs a bit more  we have used them for trips and they were wonderful  no communication no worrying about tips and no chance of being dropped off at the wrong location due to the language barrier  the app does all that for you and all you do is tap for a pick up request thank god for google mapsi prefer them over our local taxi cab drivers as most of them scare the hell out of us local taxi cab drives drive insanely fast do unethicalsafe maneuvers while driving or turn the meter off which is illegal in any state and start shouting flat fee rates  if this ever happens to you ask them to let you out where you are  if theyre an ass about the whole situation dont even pay them and contact their supervisor immediately to the company they are with  this by us state law it is illegal to turn off the meter at any point a passenger is in the vehicle  report them to their manager after they leave request an uber or lyft service instead,average
17/08/2019,3,ive used uber in various countries this year and service was good perhaps they should enhance their customer service,average
17/08/2019,1,we experienced an awful organized crime with gun shooting threats and robbing that happened to us while riding the uber service during our visit to south africa_x000d_we ordered an uber from our hotel to catch a meeting in the airport at on 31st072019 at 1448hrs 1half way to our destination on the highway a civilian car drove beside us and asked the uber driver to pull over_x000d_2the uber driver parked aside_x000d_3three gunned men came out of their vehicle and approached our car _x000d_4 searched the glove compartment and the car trunk but they surprised that we have no luggage because they expected that we are leaving the country so we will have all the belongings and wont even have time to report the incident to the police because we will have a flight that we would rather catch_x000d_5the approached our windows and threatened to shoot us if we didnt give up all we have_x000d_6they took 800usd and left awayhaving the above said we consider uber solely responsible for this incident as we were under their chastity and they should have their safety and security measures and standards which shall compensate us for the risk and terrible experience we had and the money we lost but they have not done any action so far although we have reported to them the full details_x000d_we are currently back to dubaiuae and we trust in your international neutral standard when it comes to life treats and peoples safety in taking the issue up with them _x000d_please find attached the police reports and the uber trip details_x000d_yours sincerely_x000d_abdelmutaleb awad_x000d_888_x000d_dubai_x000d_united arab emirates,worst
15/08/2019,1,i left my phone in the car during my last ride i have been trying to contact them through the website for 12 days with no luck it is obvious that every response is automated and there is absolutely no way to reach a human at the company as a rider uber where are you you have failed me i need my belongings returned,worst
14/08/2019,1,i was charged four times for one trip each of them different prices i had to write a complaint to the bbb to in form them next im going after the driver since uner cant seem to be reached i will never ever take uber again and when i take lfyt ill use a dummy debit card so that only the amount i owe is taken off im not done going after uber though i will be getting my money back and this is not the last place this will be posted ill be posting every where i can with screen shots of the money this company stole,worst
17/07/2019,1,uber does not keep record of the destination address you put the driver can put whatever destination address shehe wants and you will not get your money back if you get charged your coriders fare i was told they did not have a record of the the destination address i actually put,worst
11/07/2019,1,i requested a ride from fort worth south henderson street to irving texas the upfront fare they showed is 4050 for economy ride and they said i have an offer of 25 max of 10 per ride discount so it will be 3050 then this driver aashish in toyota corolla  came and literally said âoh i was going home and i got a ride which is exactly close to my home thats convenient for him he said and then he took his own favorite route as per his wish and then at the end they charged me 896 dollars extra apart from 3050 saying the toll charges which means the total fare is 4950 in a non busy period that is never a fare till now its maximum 3536 and or 3839 in a busy time ,worst
10/07/2019,1,earlier uber was great they used to provide prompt customer service and quick redressal of issues now there is no person you can speak to there is no acknowledgement even if you complain and random multiple charges are being deducted for the same trip thank god for ola otherwise uber is such a scam,worst
09/07/2019,1,uber is the worst they charge for everything  they allow their drivers to say that they are at the destination so that the customer is charged a waiting fee  i was literally waiting on the driver outside for 7 minutes because he was at the wrong complex and i get charged a waiting fee  to top it off uber allows their drivers to text and drive i sent the pics to uber and they stated that it is not a cause to be alarmed i have more but it keeps freezing when i upload more pics alot of the uber drivers are rude and uber doesnt care uber only wants your money,worst
08/07/2019,1,i have been using uber as a rider from 2016 with a good passenger rating never had issues with any driver and my experience was in general good a month ago uber disabled my account i reached customer support and after a few email exchanges customer support sent me a rude and offensive email that i have violated the terms and conditions i can safely say that this is truth challenged i have no duplicate accounts i am quiet as a rider and cooperative and never caused any issues i asked customer support if there is a mistake and if they can lift the suspension but they ignored my request this is no way to treat a client uber deals with problems because it cannot handle the vast clientele it has currently and makes mistakes but this is no way to treat someone like this i believe that tlc should investigate further how uber is operating in terms of customer support as well as monitor it much closer,worst
07/07/2019,1,uber eats cancel order without refund ubereats hi friends dont order any food from uber eats he will get your money and do not deliver your food that is my experience and story it can be with you and its customer support will not resolve your problem the delivery boy did not come at my home,worst
06/07/2019,1,checking my credit card i report i found that uber charged me 2499 usd without my permission  i bought a onetimeridepass when visiting in newyork in june 2019 i did so after getting a promotion message from the company the fact that ridepass is recurring was not mentioned at least i was not asked to approve a recurring monthly charge _x000d_asking the company for a refund is mission impossible there is no email address and no way you can contact them_x000d_also once you were entering a payment method there is no way to cancel it unless you enter a new credit card the only way will be to delete your account,worst
06/07/2019,1,we wrote this review because we wanted to let everyone know what happened to us in new orleans and uber did nothing about it we went on vacation to new orleans to take a cruise we arrived the day before the suggestion from our travel agent just to make sure that nothing went wrongwe are new to uber and our ride from the comfort inn suites at the new orleans airport to the port of new orleans on feb 7 was the first time using uber  this was at the suggestion of the comfort inn suite and we were happy with the service that was provided to the port of new orleans mileage of 1434 and drive time of 36 minutes as recorded with a value of 2178 on our travel from the best western plus on st charles ave to the louis armstrong airport on feb 19 was a total of 1577 miles and a trip time of 31 minutes and with a fare charge of adjusted by uber from 4411 3907 is still 1729 more than our first ride with only a difference of 143 miles and 5 minutes it took two weeks to get a response back from uber this is unprofessional  we had explained in detail on the cost of all three of our trips with uber and the last trip we where over charged due to the driver taking a longer route plus the driver was on the phone with his wife when driving  in louisiana law prohibits talking on your phone while driving that is called distracted driving and the driver put us in harms way and insurance companies like to hear about this when it comes to distracted drivers    we said that i will call both hotels and complain we also said that i will get a hold of uber head office plus go on social media and do a negative review plus do a negative review on the uber app  my husband and i are very upset on how this has been handled with the uber company in new orleans to a point that they stop returning emails even with the uber appthat is a very expensive 143 miles and 5 minute ride the first refund proposed by uber was 29 we find to be a joke and totally inadequate and we were hoping that uber would reconsider a more substantial refund  they have refunded us so far around 10  when checking the distance to the airport it shouldve been 2800  since then we have not heard from uber specially with the last email asking for the email for head officeso we are done with the games will be posting this note on all social media to let everybody know be aware of uber ripping customers off and for their safety plus we will also be placing this on the website of the hotels that we were staying atthis couldve been prevented if they communicated with us and reimbursed us the difference which they did not i guess money is more important than having a customer base_x000d_josie and gordon,worst
06/07/2019,1,i took uber from igt 1 to sector 25 noida and it shows rent of 820 approx on uber premier which looks good but when i reached my location without any stoppage driver asked me to pay 1210 rupees which is totally disappointing for me as prepaid taxi outside airport is even charging 950 rupees but when i cross checked with my trip charges then i was shocked to see billing of 835 is showing on my app i asked the driver to talk to uber and check the same but he refused and asked to pay his charge as per his uber application and write mail to uber for the claim i do took pictures of drivers mobile application screen and there is no transaction or reference number to track only amount date location is shown in it and same is with my trip detail in my uber app when trying to download receipt of this trip its not opening as uber lite is not supporting this function when trying to download uber application its not getting download ,worst
06/07/2019,1,so my husband and i thought to let everybody know about our experience in new orleans with uber we will never take uber again we went on vacation to new orleans to take a cruise we arrived the day before the suggestion from our travel agent just to make sure that nothing went wrong we are new to uber and our ride from the comfort inn suites at the new orleans airport to the port of new orleans on feb 7 was the first time using uber this was at the suggestion of the comfort inn suite and we were happy with the service that was provided to the port of new orleans mileage of 1434 and drive time of 36 minutes as recorded with a value of 2178 ,worst
03/07/2019,1,i was in montreal last week as it was raining wanted a quick ride to my destination so booked an uber the amount displayed was between 2735 which included surge i didnt mind it as i was running late and wanted to get to the destination on time unfortunately there was an event taking place at the location and the cops had blocked some of the roads  due to heavy traffic and roads being blocked it took me 50 mins to get to my destination as opposed to 20 mins and to my surprise at the end of the ride the driver told me there is waiting time added to it which i wasnt aware off as uber doesnt tell you the amount right away you dont have the visibility as you do in most cabs you can see the meter and make a quick decision of either taking the ride or stopping it right away,worst
03/07/2019,1,launched app was quoted 47 for the 30 mile ride home what i expected and what ive paid generally dozens of times got picked up and was later billed 133 triple the quote uber says i confirmed the change i did not nor would i ever do so i could have taken a limo for less than that dispute denied just shut up and pay i fired uber and will never use them again,worst
01/07/2019,1,i placed an order on uber eats and the food never showed up but i was charged anyways i called to tell the customer service reps but they ignored me the food never showed up and now i cant eat my lunch because i gave my last money to eat today this is completely unfair that my food never shows up and i still got charged i want my 13 dollars back,worst
01/07/2019,1,customer service is absolutely terrible i have recently been locked out due to some background check in the middle of a fair mind you i recently relocated to a different state and have a different drivers license the old state drivers license was still active in my account but due to it no longer being a valid license and i supplied the new one the background check failed and now i have to wait 715 days for a resolution,worst
29/06/2019,1,on thursday 270619 i lost my wallet with a significant amount of cash and important identity cards and atms tried to call uber there are no customer helplines uber allows to connect to drivers but the driver had picked other rides and so that leaves me knowing that the next rider might have taken up the wallet but i cant do anything about it,worst
28/06/2019,1,drivers take longer routes just to charge you money and they dont give you your money back i had the worse taxi experience with this company driver turn all the way around and they charged me distance and long and they didnt want to give me my money back,worst
28/06/2019,1,i ordered an uber around midnight it said it was going to take 9 minutes so i waited left the club with 1 min to spare saw the car pull up got in only to be told the taxi wasnt for me  he hadnt even asked my name he said he wasnt taking me and to get out and drove away i looked at my phone and it came up driver has cancelled my original ride was going to cost â20 i tried to book another uber and the price had been upped to â4050 i had to go home late at night on the tube with a walk at the other end which i didnt feel comfortable with ,worst
28/06/2019,1,on 622 at 245pm i took an uber the driver salaheddin who was a much larger man than me and could easily have removed me from his car claimed that i was drinking in his car in the middle of the day and spilled it all over his seat i demanded uber refund the money and they showed me a picture of a cup with some liquid on it and a car seat cover with some liquid on it probably not even his car,worst
27/06/2019,1,ubers customer service department is absolute garbage all i needed was help changing my password because someone had hacked my account they wanted information like my social security  which i was not going to provide there is no  to call them unless you pay for a premium membership  so i went to their chat support 7 representatives came into the chat and left immediately without resolving my simple request or giving instructions on how to change my dan password lyfe will have my business from here forward,worst
27/06/2019,1,ubers customer service department is absolute garbage all i needed was help changing my password because someone had hacked my account they wanted information like my social security  which i was not going to provide there is no  to call them unless you pay for a premium membership  so i went to their chat support 7 representatives came into the chat and left immediately without resolving my simple request or giving instructions on how to change my  password lyft will have my business from here forward,worst
25/06/2019,1,and where have all the good drivers gone maybe to lyft  driver nearly an hourlatedid not rely to text or answer phone left my elderly mom  she tried o contact uber safety and got a recording,worst
25/06/2019,1,i was charged 60 dollars for a ride that was only 16 dollars i was also put through hell just to get in contact with their support team who did nothing to credit my account i was then told that it was given in uber credit after they overdrafted my account i am very upset that my issue has not been resolved and it happen a week ago bad customer support,worst
24/06/2019,1,i usually dont use uber but i went away and had no one to take me i had a uber gift card but not enough money for both ways instead of using the balance on the gift card and charging the rest to my regular card they did not bother to charge my gift card they refuse to give me a refund customer service is the absolute worst because there is absolutely no number to call it is by email only this company is ridiculous and i would find another company to use,worst
24/06/2019,1,i have driven with lyft for quite some time and i have a 5 star driver rating i say that to clarify its not me i have been trying to sign up to drive with uber quite unsuccessfully for the better part of year with two separate accounts even both times with both accounts after passing background checks and all other necessary requirements they have held me up each time because they claim i am submitting a profile picture that isnt visible i have submitted photo after photo after photo after photo some of which were currently being used and or accepted by lyft and hyre so it cannot be possible that these photos are anything other than exactly what is requested,worst
23/06/2019,5,well donefast the way of treatement is respectful and smart love it_x000d_hope for more like that_x000d_easy smartcomfortable pricless and always improve themselves in many ways ,best
22/06/2019,5,ive been using uber for a good 3 years now  going to and from the airport events and other places i want to go but dont want to hassle with finding parking or walking through acres of parking lot after ive arrived  love the convenience of being picked up and dropped of right at the front door and ive had such nice experiences with meeting the most kind and positive uber drivers ive been around for a long time and am glad there is a service like this now sometimes i am afraid to go here or there because im concerned ill get lost but with uber i no longer worry and just go one more thing  if you want to sign up with coupon code jodir282ue you can get up to 20 off your first ride ,best
19/06/2019,1,2 fraudulent trips on bank acct called uber support only available thru app i dont do data went to website first time ever my email was already in use used forgot password option 3 times they sent link to reset password i used it then a 4 digit code was required to complete password change there was no code in any of my emails from them cant sign in cant try to get my money back from the fraud bank still to investigate but they had advised me to call uber about it in case their investigation claim provided no results for me worst company ever,worst
19/06/2019,1,i take pride in driving that is why i am quitting today during drive time i may pick up a lawyer a wink a prostitute or kids that need a diaper change or a random person who doesnt bath my cars are cleaned 5 times a day and i carry spray so for a guest in my car to say i need deodorizer thats rude if i am driving through a green light and it turns yellow one cannot stop in the middle of the street there is a reason a passenger doesnt have a car uber never asks the driver about the passenger reports so i am quitting i will never give one of these passengers a ride anywhere in my car uber cheats drivers daily they only hire asian customer service reps and the guy who works at the san bernardino green light is a huge  who wears a sweater and basketball shorts if you do not drive 12 hours the dispatch punishes drivers with 200 fares for up to six hours thats why they are being sued for unfair practices,worst
18/06/2019,3,my first experience did not go well im in waikiki and needed a ride from a hotel to a restaurant for a scheduled luncheon the app worked well and the driver was to arrive in 3 minutes there were pickup time adjustments as the 3 minutes passed and 15 minutes elapsed we are now late for the luncheon when a text is received from the driver that he cancelled our ride a new uber request is sent and a driver dispatched with a be there in 3 minutes no uber after 6 minutes however the driver telephoned to indicate she was lost but should arrive soon we stayed in touch by phone discussing her locations location as updates were provide the car finally arrived and on our way to the luncheon arriving 50 minutes late my return to the hotel from the restaurant went well,average
17/06/2019,1,i booked an uber ride and the driver immediately accepted the trip the app showed me that the driver is very close to my starting point but i could not find him anywhere then within seconds i received a notification saying that i am in the trip and will arrive at my destination soon but i was still waiting at my starting point waiting for the driver to arrive i wrote to the driving asking him where he is no reply and i could see him moving towards my destination,worst
17/06/2019,1,apparently it must be an easy way for drivers and uber in the miami florida area to make a quick buck without working as i was hit with not one not two not three but seven bogus charges within the span of 2 weeks the game apparently works like this you request a ride the driver accepts the ride request the driver gets near the pickup spot cancels the request charges your card for the cancellation hoping you never notice the charge then goes on to hisher next victim in the area,worst
16/06/2019,1,i have a temp medical condition that prevents me from driving still have to do errands taxis in my area are unreliable  dont take cards so i thought id try uber downloaded their app  entered info they asked for  scheduled a car  waited past due time  got a cancellation notice for no funds i gave them my credit card  tried to reschedule  same issue each time the notice gave an address 2 numbers off of mine but close so i know no car came there is no way to contact anyone by phone or online to help resolve the issue never again ,worst
16/06/2019,1,the two drivers in chicago left because they did not come to the pick up area they went to the wrong street both times we waited for 45 minutes and they charge us 5 both times for not being there uber is a great concept but have horrible drivers this is the last time i ever use uber again,worst
13/06/2019,1,i am a long standing rider with uber had better and worse experiences but recently i was shocked by them i rode with my mom and my mom opened a bottle of club soda basically water with gas in it and it spilled a bit she apologized and cleaned it but it is water after all when you step into a car from the rain you bring water in we were charged with 80 cleaning fee i sent them pictures of what they called the âmessâ along with pictures the bottle in question they still insisted on charging 20 fee for cleaning water and here i thought water is a cleaning agent and not something to be cleaned,worst
